requestTime,userIp,x,y,z
2026-04-07 21:01:24.264007900+00:00,::1,10295,5450,14
2026-04-07 21:01:24.309469900+00:00,::1,10295,5451,14
2026-04-07 21:01:24.335977600+00:00,::1,10289,5450,14
2026-04-07 21:01:24.608395500+00:00,::1,10289,5449,14
2026-04-07 21:01:24.634274100+00:00,::1,10292,5449,14
2026-04-07 21:01:24.653983+00:00,::1,10294,5450,14
2026-04-07 21:01:24.703740600+00:00,::1,10294,5451,14
2026-04-07 21:01:24.706344200+00:00,::1,10292,5452,14
2026-04-07 21:01:24.791784400+00:00,::1,10293,5449,14
2026-04-07 21:01:24.952325200+00:00,::1,10294,5449,14
2026-04-07 21:01:24.957587+00:00,::1,10294,5452,14
2026-04-07 21:01:25.214828600+00:00,::1,10291,5452,14
2026-04-07 21:01:25.224420100+00:00,::1,10289,5451,14
2026-04-07 21:01:25.260770500+00:00,::1,10296,5451,14
2026-04-07 21:01:25.315757+00:00,::1,10296,5450,14
2026-04-07 21:01:25.319724300+00:00,::1,10296,5449,14
2026-04-07 21:01:25.371061700+00:00,::1,10296,5452,14
2026-04-07 21:01:25.592517100+00:00,::1,10297,5452,14
2026-04-07 21:01:25.597703600+00:00,::1,10297,5450,14
2026-04-07 21:01:25.614229600+00:00,::1,10297,5451,14
2026-04-07 21:01:25.617486400+00:00,::1,10297,5449,14
2026-04-07 21:01:26.045325600+00:00,::1,20589,10901,15
2026-04-07 21:01:26.045408+00:00,::1,20589,10900,15
2026-04-07 21:01:26.047850600+00:00,::1,20588,10900,15
2026-04-07 21:01:26.053069600+00:00,::1,20591,10899,15
2026-04-07 21:01:26.053069600+00:00,::1,20591,10900,15
2026-04-07 21:01:26.054166200+00:00,::1,20589,10899,15
2026-04-07 21:01:26.338493700+00:00,::1,20590,10902,15
2026-04-07 21:01:26.426339500+00:00,::1,20588,10899,15
2026-04-07 21:01:26.522091400+00:00,::1,20586,10901,15
2026-04-07 21:01:26.530495500+00:00,::1,20586,10900,15
2026-04-07 21:01:26.732892800+00:00,::1,20587,10899,15
2026-04-07 21:01:26.738176300+00:00,::1,20592,10901,15
2026-04-07 21:01:26.816628100+00:00,::1,20590,10901,15
2026-04-07 21:01:26.839379300+00:00,::1,20591,10901,15
2026-04-07 21:01:26.881581200+00:00,::1,20592,10899,15
2026-04-07 21:01:27.069639300+00:00,::1,20586,10902,15
2026-04-07 21:01:27.100937+00:00,::1,20589,10902,15
2026-04-07 21:01:27.125955700+00:00,::1,20592,10900,15
2026-04-07 21:01:27.139952400+00:00,::1,20590,10900,15
2026-04-07 21:01:27.145337700+00:00,::1,20587,10900,15
2026-04-07 21:01:27.150086800+00:00,::1,20592,10902,15
2026-04-07 21:01:27.339010700+00:00,::1,20588,10901,15
2026-04-07 21:01:27.384451800+00:00,::1,20586,10899,15
2026-04-07 21:01:27.387073200+00:00,::1,20587,10902,15
2026-04-07 21:01:27.432787600+00:00,::1,20587,10901,15
2026-04-07 21:01:27.453282+00:00,::1,20591,10902,15
2026-04-07 21:01:27.668868800+00:00,::1,20590,10899,15
2026-04-07 21:01:27.686110500+00:00,::1,20588,10902,15
2026-04-07 21:01:29.364493700+00:00,::1,20591,10898,15
2026-04-07 21:01:29.364493700+00:00,::1,20590,10898,15
2026-04-07 21:01:29.366165600+00:00,::1,20593,10899,15
2026-04-07 21:01:29.366333400+00:00,::1,20588,10898,15
2026-04-07 21:01:29.366793+00:00,::1,20592,10898,15
2026-04-07 21:01:29.372461100+00:00,::1,20589,10898,15
2026-04-07 21:01:29.649641800+00:00,::1,20593,10901,15
2026-04-07 21:01:29.799689+00:00,::1,20587,10898,15
2026-04-07 21:01:29.830230400+00:00,::1,20593,10900,15
2026-04-07 21:01:29.837652300+00:00,::1,41178,21800,16
2026-04-07 21:01:29.840855400+00:00,::1,41179,21799,16
2026-04-07 21:01:29.843287800+00:00,::1,41180,21799,16
2026-04-07 21:01:29.846605700+00:00,::1,41180,21801,16
2026-04-07 21:01:29.854003500+00:00,::1,41179,21801,16
2026-04-07 21:01:29.858392800+00:00,::1,41180,21800,16
2026-04-07 21:01:30.228864400+00:00,::1,41182,21800,16
2026-04-07 21:01:30.255298900+00:00,::1,41177,21801,16
2026-04-07 21:01:30.278126600+00:00,::1,41181,21802,16
2026-04-07 21:01:30.280349800+00:00,::1,41178,21801,16
2026-04-07 21:01:30.300783+00:00,::1,41182,21799,16
2026-04-07 21:01:30.375845300+00:00,::1,41182,21802,16
2026-04-07 21:01:30.538362200+00:00,::1,41177,21800,16
2026-04-07 21:01:30.603219200+00:00,::1,41182,21801,16
2026-04-07 21:01:30.698223100+00:00,::1,41178,21802,16
2026-04-07 21:01:30.710019700+00:00,::1,41181,21800,16
2026-04-07 21:01:30.785796600+00:00,::1,41176,21800,16
2026-04-07 21:01:30.857486100+00:00,::1,41177,21802,16
2026-04-07 21:01:30.973352400+00:00,::1,41178,21799,16
2026-04-07 21:01:31.027140200+00:00,::1,41176,21799,16
2026-04-07 21:01:31.053105500+00:00,::1,41179,21800,16
2026-04-07 21:01:31.115741700+00:00,::1,41181,21799,16
2026-04-07 21:01:31.132078400+00:00,::1,41177,21799,16
2026-04-07 21:01:31.235147100+00:00,::1,41179,21802,16
2026-04-07 21:01:31.282085100+00:00,::1,41180,21802,16
2026-04-07 21:01:31.297436700+00:00,::1,41181,21801,16
2026-04-07 21:01:31.358285500+00:00,::1,41176,21801,16
2026-04-07 21:01:31.418015100+00:00,::1,41176,21802,16
2026-04-07 21:01:31.529737400+00:00,::1,41175,21800,16
2026-04-07 21:01:31.537020900+00:00,::1,41175,21801,16
2026-04-07 21:01:31.633269800+00:00,::1,41175,21799,16
2026-04-07 21:01:31.821310300+00:00,::1,41175,21802,16
2026-04-07 21:01:32.871072400+00:00,::1,20585,10901,15
2026-04-07 21:01:32.871122200+00:00,::1,20585,10900,15
2026-04-07 21:01:32.871436700+00:00,::1,20585,10899,15
2026-04-07 21:01:32.875516500+00:00,::1,20585,10902,15
2026-04-07 21:01:33.465145300+00:00,::1,41175,21800,16
2026-04-07 21:01:33.465868700+00:00,::1,41175,21802,16
2026-04-07 21:01:33.465868700+00:00,::1,41175,21801,16
2026-04-07 21:01:33.465885200+00:00,::1,41175,21799,16
2026-04-07 21:01:33.468728600+00:00,::1,41174,21800,16
2026-04-07 21:01:33.471801600+00:00,::1,41174,21801,16
2026-04-07 21:01:33.643261300+00:00,::1,41174,21799,16
2026-04-07 21:01:33.643268500+00:00,::1,41174,21802,16
2026-04-07 21:01:33.651877+00:00,::1,41173,21800,16
2026-04-07 21:01:33.652621300+00:00,::1,41173,21801,16
2026-04-07 21:01:33.911638+00:00,::1,41173,21799,16
2026-04-07 21:01:33.966941700+00:00,::1,41173,21802,16
2026-04-07 21:01:36.077605700+00:00,::1,41172,21799,16
2026-04-07 21:01:36.077605700+00:00,::1,41172,21801,16
2026-04-07 21:01:36.077615500+00:00,::1,41172,21800,16
2026-04-07 21:01:36.078931800+00:00,::1,41172,21802,16
2026-04-07 21:01:36.812466+00:00,::1,20584,10900,15
2026-04-07 21:01:36.813294500+00:00,::1,20584,10899,15
2026-04-07 21:01:36.814130400+00:00,::1,20584,10901,15
2026-04-07 21:01:36.829974+00:00,::1,10294,5449,14
2026-04-07 21:01:36.830052+00:00,::1,10293,5449,14
2026-04-07 21:01:36.830907100+00:00,::1,10293,5450,14
2026-04-07 21:01:36.834209900+00:00,::1,10294,5450,14
2026-04-07 21:01:36.835870900+00:00,::1,10295,5450,14
2026-04-07 21:01:36.836577+00:00,::1,10292,5450,14
2026-04-07 21:01:37.017587100+00:00,::1,10295,5449,14
2026-04-07 21:01:37.039441200+00:00,::1,10292,5449,14
2026-04-07 21:01:37.076942300+00:00,::1,10293,5448,14
2026-04-07 21:01:37.076942300+00:00,::1,10294,5448,14
2026-04-07 21:01:37.076942300+00:00,::1,10294,5451,14
2026-04-07 21:01:37.076942400+00:00,::1,10295,5448,14
2026-04-07 21:01:37.167262200+00:00,::1,10291,5448,14
2026-04-07 21:01:37.177847700+00:00,::1,10297,5448,14
2026-04-07 21:01:37.222850300+00:00,::1,10297,5449,14
2026-04-07 21:01:37.327681+00:00,::1,10297,5451,14
2026-04-07 21:01:37.384455600+00:00,::1,10292,5448,14
2026-04-07 21:01:37.442412700+00:00,::1,10296,5448,14
2026-04-07 21:01:37.465732600+00:00,::1,10291,5449,14
2026-04-07 21:01:37.471117800+00:00,::1,10293,5451,14
2026-04-07 21:01:37.551221500+00:00,::1,10292,5451,14
2026-04-07 21:01:37.588014700+00:00,::1,10296,5451,14
2026-04-07 21:01:37.607061600+00:00,::1,10291,5451,14
2026-04-07 21:01:37.659592800+00:00,::1,10295,5451,14
2026-04-07 21:01:37.738851800+00:00,::1,10296,5450,14
2026-04-07 21:01:37.742042600+00:00,::1,10297,5450,14
2026-04-07 21:01:37.762587400+00:00,::1,10296,5449,14
2026-04-07 21:01:37.763759400+00:00,::1,10291,5450,14
2026-04-07 21:01:39.163255500+00:00,::1,10298,5450,14
2026-04-07 21:01:39.163255500+00:00,::1,10298,5449,14
2026-04-07 21:01:39.163255600+00:00,::1,10298,5451,14
2026-04-07 21:01:39.163255600+00:00,::1,10298,5448,14
2026-04-07 21:01:39.999781500+00:00,::1,10296,5447,14
2026-04-07 21:01:39.999781500+00:00,::1,10295,5447,14
2026-04-07 21:01:39.999815500+00:00,::1,10297,5447,14
2026-04-07 21:01:39.999815500+00:00,::1,10294,5447,14
2026-04-07 21:01:40.000787500+00:00,::1,10298,5447,14
2026-04-07 21:01:40.001031700+00:00,::1,10299,5448,14
2026-04-07 21:01:40.319446600+00:00,::1,10293,5447,14
2026-04-07 21:01:40.341089900+00:00,::1,10299,5450,14
2026-04-07 21:01:40.355854700+00:00,::1,10299,5449,14
2026-04-07 21:01:40.371608200+00:00,::1,10299,5447,14
2026-04-07 21:01:41.429429500+00:00,::1,10299,5451,14
2026-04-07 21:01:41.583204+00:00,::1,10300,5448,14
2026-04-07 21:01:41.583204+00:00,::1,10300,5450,14
2026-04-07 21:01:41.583226700+00:00,::1,10300,5449,14
2026-04-07 21:01:41.584541800+00:00,::1,10300,5451,14
2026-04-07 21:01:46.779147900+00:00,::1,41179,21799,16
2026-04-07 21:01:46.779252300+00:00,::1,41180,21800,16
2026-04-07 21:01:46.779460800+00:00,::1,41181,21799,16
2026-04-07 21:01:46.780972300+00:00,::1,41179,21800,16
2026-04-07 21:01:46.781085600+00:00,::1,41180,21799,16
2026-04-07 21:01:46.781540200+00:00,::1,41181,21800,16
2026-04-07 21:01:46.949163100+00:00,::1,41180,21798,16
2026-04-07 21:01:46.956810300+00:00,::1,41179,21798,16
2026-04-07 21:01:46.960243500+00:00,::1,41178,21800,16
2026-04-07 21:01:46.967271800+00:00,::1,41177,21798,16
2026-04-07 21:01:46.968604800+00:00,::1,41178,21798,16
2026-04-07 21:01:46.974217300+00:00,::1,41183,21799,16
2026-04-07 21:01:47.128669400+00:00,::1,41181,21798,16
2026-04-07 21:01:47.280005700+00:00,::1,41183,21801,16
2026-04-07 21:01:47.305530400+00:00,::1,41182,21798,16
2026-04-07 21:01:47.412420300+00:00,::1,41183,21800,16
2026-04-07 21:01:47.423201600+00:00,::1,41183,21798,16
2026-04-07 21:01:47.434751600+00:00,::1,41180,21801,16
2026-04-07 21:01:47.563822+00:00,::1,41177,21800,16
2026-04-07 21:01:47.607698400+00:00,::1,41178,21799,16
2026-04-07 21:01:47.666293900+00:00,::1,41177,21799,16
2026-04-07 21:01:47.695911400+00:00,::1,41177,21801,16
2026-04-07 21:01:47.723330500+00:00,::1,41178,21801,16
2026-04-07 21:01:47.805071900+00:00,::1,41182,21799,16
2026-04-07 21:01:47.808522200+00:00,::1,41182,21801,16
2026-04-07 21:01:47.835207600+00:00,::1,41179,21801,16
2026-04-07 21:01:47.838168700+00:00,::1,41182,21800,16
2026-04-07 21:01:47.848369300+00:00,::1,41181,21801,16
2026-04-07 21:01:48.777280800+00:00,::1,41176,21801,16
2026-04-07 21:01:48.777280800+00:00,::1,41176,21798,16
2026-04-07 21:01:48.777280800+00:00,::1,41176,21800,16
2026-04-07 21:01:48.777293500+00:00,::1,41176,21799,16
2026-04-07 21:01:48.778183200+00:00,::1,41175,21799,16
2026-04-07 21:01:48.778502100+00:00,::1,41175,21800,16
2026-04-07 21:01:48.972081700+00:00,::1,41175,21798,16
2026-04-07 21:01:48.973651800+00:00,::1,41175,21801,16
2026-04-07 21:01:49.426356800+00:00,::1,41176,21802,16
2026-04-07 21:01:49.426357100+00:00,::1,41177,21802,16
2026-04-07 21:01:49.426392+00:00,::1,41178,21802,16
2026-04-07 21:01:49.426429500+00:00,::1,41175,21802,16
2026-04-07 21:01:49.426908500+00:00,::1,41174,21800,16
2026-04-07 21:01:49.427140100+00:00,::1,41179,21802,16
2026-04-07 21:01:49.593601500+00:00,::1,41180,21802,16
2026-04-07 21:01:49.595592900+00:00,::1,41174,21801,16
2026-04-07 21:01:49.618195900+00:00,::1,41174,21799,16
2026-04-07 21:01:49.652983700+00:00,::1,41174,21802,16
2026-04-07 21:01:49.976657400+00:00,::1,41173,21801,16
2026-04-07 21:01:49.976657400+00:00,::1,41173,21800,16
2026-04-07 21:01:49.976657500+00:00,::1,41173,21802,16
2026-04-07 21:01:49.976666300+00:00,::1,41173,21799,16
2026-04-07 21:01:50.664240100+00:00,::1,41172,21800,16
2026-04-07 21:01:50.664241200+00:00,::1,41172,21799,16
2026-04-07 21:01:50.664241200+00:00,::1,41172,21801,16
2026-04-07 21:01:50.664251+00:00,::1,41172,21802,16
2026-04-07 21:01:51.277478300+00:00,::1,41174,21798,16
2026-04-07 21:01:51.277478300+00:00,::1,41173,21798,16
2026-04-07 21:01:51.682253800+00:00,::1,41176,21797,16
2026-04-07 21:01:51.683489400+00:00,::1,41178,21797,16
2026-04-07 21:01:51.683504600+00:00,::1,41179,21797,16
2026-04-07 21:01:51.683508900+00:00,::1,41177,21797,16
2026-04-07 21:01:51.685185600+00:00,::1,41180,21797,16
2026-04-07 21:01:51.685197700+00:00,::1,41181,21798,16
2026-04-07 21:01:51.852919400+00:00,::1,41181,21800,16
2026-04-07 21:01:51.976192800+00:00,::1,41175,21797,16
2026-04-07 21:01:51.989727700+00:00,::1,41181,21797,16
2026-04-07 21:01:52.046453500+00:00,::1,41181,21799,16
2026-04-07 21:01:52.098300100+00:00,::1,41182,21797,16
2026-04-07 21:01:52.124721800+00:00,::1,41182,21798,16
2026-04-07 21:01:52.146123100+00:00,::1,41182,21799,16
2026-04-07 21:01:52.913724500+00:00,::1,41180,21796,16
2026-04-07 21:01:52.913840900+00:00,::1,41181,21796,16
2026-04-07 21:01:52.915552400+00:00,::1,41179,21796,16
2026-04-07 21:01:52.915560400+00:00,::1,41182,21796,16
2026-04-07 21:01:52.915562200+00:00,::1,41183,21797,16
2026-04-07 21:01:52.916536600+00:00,::1,41178,21796,16
2026-04-07 21:01:53.170256700+00:00,::1,41183,21796,16
2026-04-07 21:01:53.184794200+00:00,::1,41177,21796,16
2026-04-07 21:01:53.202316200+00:00,::1,41183,21798,16
2026-04-07 21:01:53.254246700+00:00,::1,41183,21799,16
2026-04-07 21:01:53.530564500+00:00,::1,41180,21795,16
2026-04-07 21:01:53.530564500+00:00,::1,41181,21795,16
2026-04-07 21:01:53.530564500+00:00,::1,41178,21795,16
2026-04-07 21:01:53.530564500+00:00,::1,41179,21795,16
2026-04-07 21:01:53.533757+00:00,::1,41182,21795,16
2026-04-07 21:01:53.741223100+00:00,::1,41177,21795,16
2026-04-07 21:01:53.854657900+00:00,::1,41183,21795,16
2026-04-07 21:01:53.957268+00:00,::1,41184,21797,16
2026-04-07 21:01:54.107333500+00:00,::1,41184,21795,16
2026-04-07 21:01:54.194971600+00:00,::1,41184,21796,16
2026-04-07 21:01:54.590979+00:00,::1,41181,21794,16
2026-04-07 21:01:54.591314500+00:00,::1,41179,21794,16
2026-04-07 21:01:54.591364400+00:00,::1,41180,21794,16
2026-04-07 21:01:54.591368100+00:00,::1,41182,21794,16
2026-04-07 21:01:54.596724+00:00,::1,41178,21794,16
2026-04-07 21:01:54.597086200+00:00,::1,41183,21794,16
2026-04-07 21:01:54.984622500+00:00,::1,41184,21794,16
2026-04-07 21:01:55.299040800+00:00,::1,164725,87184,18
2026-04-07 21:01:55.299041900+00:00,::1,164726,87184,18
2026-04-07 21:01:55.299059900+00:00,::1,164725,87185,18
2026-04-07 21:01:55.299100700+00:00,::1,164724,87184,18
2026-04-07 21:01:55.305484+00:00,::1,164724,87185,18
2026-04-07 21:01:55.307880100+00:00,::1,164726,87185,18
2026-04-07 21:01:55.649505800+00:00,::1,164723,87185,18
2026-04-07 21:01:55.658248100+00:00,::1,164722,87184,18
2026-04-07 21:01:55.689292200+00:00,::1,164724,87186,18
2026-04-07 21:01:55.720475600+00:00,::1,164727,87185,18
2026-04-07 21:01:55.723728200+00:00,::1,164723,87186,18
2026-04-07 21:01:55.863958500+00:00,::1,164725,87183,18
2026-04-07 21:01:56.022596100+00:00,::1,164724,87183,18
2026-04-07 21:01:56.033057900+00:00,::1,164723,87183,18
2026-04-07 21:01:56.038600800+00:00,::1,164728,87185,18
2026-04-07 21:01:56.066206100+00:00,::1,164722,87183,18
2026-04-07 21:01:56.132501800+00:00,::1,164723,87184,18
2026-04-07 21:01:56.329842400+00:00,::1,164728,87183,18
2026-04-07 21:01:56.399564900+00:00,::1,164727,87184,18
2026-04-07 21:01:56.449992400+00:00,::1,164726,87186,18
2026-04-07 21:01:56.452612800+00:00,::1,164722,87186,18
2026-04-07 21:01:56.532244800+00:00,::1,164727,87186,18
2026-04-07 21:01:56.573723200+00:00,::1,164728,87186,18
2026-04-07 21:01:56.733659400+00:00,::1,164727,87183,18
2026-04-07 21:01:56.763128700+00:00,::1,164728,87184,18
2026-04-07 21:01:56.819268300+00:00,::1,164725,87186,18
2026-04-07 21:01:56.870430100+00:00,::1,164722,87185,18
2026-04-07 21:01:56.968163500+00:00,::1,164726,87183,18
2026-04-07 21:01:57.137919400+00:00,::1,164721,87184,18
2026-04-07 21:01:57.170506+00:00,::1,164721,87185,18
2026-04-07 21:01:57.231453300+00:00,::1,164721,87186,18
2026-04-07 21:01:57.238373800+00:00,::1,164721,87183,18
2026-04-07 21:01:58.944321700+00:00,::1,82363,43592,17
2026-04-07 21:01:58.944339+00:00,::1,82362,43591,17
2026-04-07 21:01:58.944348300+00:00,::1,82362,43592,17
2026-04-07 21:01:58.944348800+00:00,::1,82363,43591,17
2026-04-07 21:01:58.947513+00:00,::1,82362,43593,17
2026-04-07 21:01:58.947777900+00:00,::1,82363,43593,17
2026-04-07 21:01:59.267609100+00:00,::1,82361,43592,17
2026-04-07 21:01:59.371467300+00:00,::1,82364,43592,17
2026-04-07 21:01:59.404002500+00:00,::1,82361,43591,17
2026-04-07 21:01:59.535890800+00:00,::1,82364,43591,17
2026-04-07 21:01:59.620541300+00:00,::1,82361,43593,17
2026-04-07 21:01:59.714950400+00:00,::1,82364,43593,17
2026-04-07 21:01:59.737142300+00:00,::1,82365,43592,17
2026-04-07 21:01:59.837361200+00:00,::1,82361,43594,17
2026-04-07 21:01:59.849431600+00:00,::1,82360,43593,17
2026-04-07 21:01:59.953261600+00:00,::1,82359,43593,17
2026-04-07 21:02:00.024756600+00:00,::1,82363,43594,17
2026-04-07 21:02:00.073099+00:00,::1,82360,43591,17
2026-04-07 21:02:00.077044600+00:00,::1,82362,43594,17
2026-04-07 21:02:00.134658700+00:00,::1,82360,43592,17
2026-04-07 21:02:00.172665700+00:00,::1,82365,43591,17
2026-04-07 21:02:00.264582500+00:00,::1,82360,43594,17
2026-04-07 21:02:00.280538200+00:00,::1,82365,43593,17
2026-04-07 21:02:00.435128200+00:00,::1,82359,43592,17
2026-04-07 21:02:00.513479400+00:00,::1,82365,43594,17
2026-04-07 21:02:00.513479400+00:00,::1,82359,43591,17
2026-04-07 21:02:00.517447500+00:00,::1,82359,43594,17
2026-04-07 21:02:00.520016+00:00,::1,41181,21797,16
2026-04-07 21:02:00.522002800+00:00,::1,41180,21795,16
2026-04-07 21:02:00.523940600+00:00,::1,41180,21796,16
2026-04-07 21:02:00.525446100+00:00,::1,41181,21796,16
2026-04-07 21:02:00.528193900+00:00,::1,41179,21795,16
2026-04-07 21:02:00.530576+00:00,::1,41181,21795,16
2026-04-07 21:02:00.751341700+00:00,::1,41179,21796,16
2026-04-07 21:02:00.779961200+00:00,::1,41180,21797,16
2026-04-07 21:02:00.797231800+00:00,::1,41182,21796,16
2026-04-07 21:02:00.800600900+00:00,::1,41182,21795,16
2026-04-07 21:02:00.811548100+00:00,::1,41179,21797,16
2026-04-07 21:02:00.815164800+00:00,::1,41182,21797,16
2026-04-07 21:02:00.884385300+00:00,::1,41184,21797,16
2026-04-07 21:02:00.941200700+00:00,::1,41183,21795,16
2026-04-07 21:02:00.959895500+00:00,::1,41183,21797,16
2026-04-07 21:02:00.973295700+00:00,::1,41178,21797,16
2026-04-07 21:02:00.997846400+00:00,::1,41183,21796,16
2026-04-07 21:02:01.008473500+00:00,::1,41178,21796,16
2026-04-07 21:02:01.034661500+00:00,::1,41184,21796,16
2026-04-07 21:02:01.064137400+00:00,::1,41178,21795,16
2026-04-07 21:02:01.089848300+00:00,::1,41184,21795,16
2026-04-07 21:02:01.244489300+00:00,::1,20590,10897,15
2026-04-07 21:02:01.244493300+00:00,::1,20591,10897,15
2026-04-07 21:02:01.245491100+00:00,::1,20589,10897,15
2026-04-07 21:02:01.245509900+00:00,::1,20590,10898,15
2026-04-07 21:02:01.245514700+00:00,::1,20591,10898,15
2026-04-07 21:02:01.249432600+00:00,::1,20592,10897,15
2026-04-07 21:02:01.412791900+00:00,::1,20589,10898,15
2026-04-07 21:02:01.434160300+00:00,::1,20592,10898,15
2026-04-07 21:02:01.519695700+00:00,::1,20588,10898,15
2026-04-07 21:02:01.529073800+00:00,::1,20587,10897,15
2026-04-07 21:02:01.532120300+00:00,::1,20587,10898,15
2026-04-07 21:02:01.532120300+00:00,::1,20587,10896,15
2026-04-07 21:02:01.532120400+00:00,::1,20593,10898,15
2026-04-07 21:02:01.534694400+00:00,::1,20593,10897,15
2026-04-07 21:02:01.537778300+00:00,::1,20593,10896,15
2026-04-07 21:02:01.541239600+00:00,::1,10295,5448,14
2026-04-07 21:02:01.544352700+00:00,::1,10294,5449,14
2026-04-07 21:02:01.548383400+00:00,::1,10297,5448,14
2026-04-07 21:02:01.553068300+00:00,::1,10297,5449,14
2026-04-07 21:02:01.559271500+00:00,::1,10296,5449,14
2026-04-07 21:02:01.564515400+00:00,::1,10296,5448,14
2026-04-07 21:02:01.865088700+00:00,::1,10295,5449,14
2026-04-07 21:02:01.870919500+00:00,::1,10294,5448,14
2026-04-07 21:02:01.886506400+00:00,::1,10292,5447,14
2026-04-07 21:02:01.891233700+00:00,::1,10293,5447,14
2026-04-07 21:02:01.944457800+00:00,::1,10297,5447,14
2026-04-07 21:02:01.987611+00:00,::1,10295,5450,14
2026-04-07 21:02:02.020487700+00:00,::1,10296,5450,14
2026-04-07 21:02:02.028431100+00:00,::1,10292,5448,14
2026-04-07 21:02:02.043324500+00:00,::1,10296,5447,14
2026-04-07 21:02:02.120884700+00:00,::1,10295,5447,14
2026-04-07 21:02:02.152792900+00:00,::1,10293,5448,14
2026-04-07 21:02:02.166616+00:00,::1,10293,5450,14
2026-04-07 21:02:02.218154+00:00,::1,10294,5450,14
2026-04-07 21:02:02.369442900+00:00,::1,10294,5447,14
2026-04-07 21:02:02.379397400+00:00,::1,10292,5449,14
2026-04-07 21:02:02.388716500+00:00,::1,10298,5449,14
2026-04-07 21:02:02.396160100+00:00,::1,10293,5449,14
2026-04-07 21:02:02.400418700+00:00,::1,10298,5448,14
2026-04-07 21:02:02.411224900+00:00,::1,10297,5450,14
2026-04-07 21:02:02.608553800+00:00,::1,10298,5447,14
2026-04-07 21:02:02.608639500+00:00,::1,10292,5450,14
2026-04-07 21:02:02.636489700+00:00,::1,10298,5450,14
2026-04-07 21:02:02.863134+00:00,::1,10294,5451,14
2026-04-07 21:02:02.863170800+00:00,::1,10295,5451,14
2026-04-07 21:02:02.863192500+00:00,::1,10296,5451,14
2026-04-07 21:02:02.863242300+00:00,::1,10293,5451,14
2026-04-07 21:02:02.863768600+00:00,::1,10297,5451,14
2026-04-07 21:02:02.864392600+00:00,::1,10292,5451,14
2026-04-07 21:02:03.068430300+00:00,::1,10298,5451,14
2026-04-07 21:02:04.629148500+00:00,::1,41176,21801,16
2026-04-07 21:02:04.629185200+00:00,::1,41177,21802,16
2026-04-07 21:02:04.629404500+00:00,::1,41177,21801,16
2026-04-07 21:02:04.630040900+00:00,::1,41178,21801,16
2026-04-07 21:02:04.633834300+00:00,::1,41176,21802,16
2026-04-07 21:02:04.634307200+00:00,::1,41178,21802,16
2026-04-07 21:02:04.807443200+00:00,::1,41175,21803,16
2026-04-07 21:02:04.829906500+00:00,::1,41179,21801,16
2026-04-07 21:02:04.840499800+00:00,::1,41174,21801,16
2026-04-07 21:02:04.840584500+00:00,::1,41178,21803,16
2026-04-07 21:02:04.850242500+00:00,::1,41176,21803,16
2026-04-07 21:02:04.852415900+00:00,::1,41174,21803,16
2026-04-07 21:02:04.987453600+00:00,::1,41179,21803,16
2026-04-07 21:02:05.022308500+00:00,::1,41177,21800,16
2026-04-07 21:02:05.128866700+00:00,::1,41175,21802,16
2026-04-07 21:02:05.178870+00:00,::1,41174,21802,16
2026-04-07 21:02:05.245308300+00:00,::1,41180,21802,16
2026-04-07 21:02:05.281385600+00:00,::1,41179,21802,16
2026-04-07 21:02:05.323970700+00:00,::1,41174,21800,16
2026-04-07 21:02:05.368207300+00:00,::1,41180,21800,16
2026-04-07 21:02:05.387847200+00:00,::1,41178,21800,16
2026-04-07 21:02:05.412523900+00:00,::1,41176,21800,16
2026-04-07 21:02:05.444281800+00:00,::1,41175,21800,16
2026-04-07 21:02:05.479048500+00:00,::1,41175,21801,16
2026-04-07 21:02:05.527848+00:00,::1,41179,21800,16
2026-04-07 21:02:05.550675900+00:00,::1,41177,21803,16
2026-04-07 21:02:05.553984100+00:00,::1,41180,21803,16
2026-04-07 21:02:05.573790200+00:00,::1,41180,21801,16
2026-04-07 21:02:07.911560200+00:00,::1,41176,21799,16
2026-04-07 21:02:07.911564200+00:00,::1,41178,21799,16
2026-04-07 21:02:07.911776300+00:00,::1,41175,21799,16
2026-04-07 21:02:07.911792+00:00,::1,41174,21799,16
2026-04-07 21:02:07.911796100+00:00,::1,41177,21799,16
2026-04-07 21:02:07.911836600+00:00,::1,41179,21799,16
2026-04-07 21:02:08.077667600+00:00,::1,41180,21799,16
2026-04-07 21:02:09.810540800+00:00,::1,41175,21798,16
2026-04-07 21:02:09.810545200+00:00,::1,41177,21798,16
2026-04-07 21:02:09.810554500+00:00,::1,41176,21798,16
2026-04-07 21:02:09.810583500+00:00,::1,41178,21798,16
2026-04-07 21:02:09.810601800+00:00,::1,41174,21798,16
2026-04-07 21:02:09.810620700+00:00,::1,41179,21798,16
2026-04-07 21:02:09.976579400+00:00,::1,41180,21798,16
2026-04-07 21:02:10.444681800+00:00,::1,41181,21800,16
2026-04-07 21:02:10.444681800+00:00,::1,41181,21801,16
2026-04-07 21:02:10.444681800+00:00,::1,41181,21798,16
2026-04-07 21:02:10.444873300+00:00,::1,41181,21799,16
2026-04-07 21:02:10.680051400+00:00,::1,20589,10899,15
2026-04-07 21:02:10.682253100+00:00,::1,20589,10900,15
2026-04-07 21:02:10.683811500+00:00,::1,20590,10899,15
2026-04-07 21:02:10.684593700+00:00,::1,20591,10899,15
2026-04-07 21:02:10.684602600+00:00,::1,20588,10899,15
2026-04-07 21:02:10.684646300+00:00,::1,20590,10900,15
